Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,43,0,43,0,10,-1,c,o,r,0.3359610000043176,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_447,stimulus2AFC2_2IFC_2020_Mar_23_1712_448,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,10,-1,c,o,r,0.4189028000109829,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_449,stimulus2AFC2_2IFC_2020_Mar_23_1712_450,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,8,-1,c,o,r,0.4849520999705419,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_451,stimulus2AFC2_2IFC_2020_Mar_23_1712_452,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,8,-1,c,o,r,0.284720900002867,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_453,stimulus2AFC2_2IFC_2020_Mar_23_1712_454,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,8,-1,c,o,r,0.21741370001109317,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_455,stimulus2AFC2_2IFC_2020_Mar_23_1712_456,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,8,-1,c,o,r,0.0828044000081718,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_457,stimulus2AFC2_2IFC_2020_Mar_23_1712_458,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,8,-1,c,o,r,0.3340324999880977,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_459,stimulus2AFC2_2IFC_2020_Mar_23_1712_460,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,8,-1,c,o,r,0.4180382000049576,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_461,stimulus2AFC2_2IFC_2020_Mar_23_1712_462,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,8,-1,c,o,r,0.2672345000319183,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_463,stimulus2AFC2_2IFC_2020_Mar_23_1712_464,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,8,-1,c,o,r,0.2008854000014253,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_465,stimulus2AFC2_2IFC_2020_Mar_23_1712_466,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,8,-1,c,o,r,0.26720429997658357,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_467,stimulus2AFC2_2IFC_2020_Mar_23_1712_468,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,8,-1,w,r,o,0.3831394000444561,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_469,stimulus2AFC2_2IFC_2020_Mar_23_1712_470,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,8,-1,c,o,r,0.25011790002463385,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_471,stimulus2AFC2_2IFC_2020_Mar_23_1712_472,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,8,-1,c,o,r,0.30164540000259876,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_473,stimulus2AFC2_2IFC_2020_Mar_23_1712_474,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,8,-1,c,o,r,0.3000425999634899,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_475,stimulus2AFC2_2IFC_2020_Mar_23_1712_476,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,8,-1,c,o,r,0.23457580001559108,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_477,stimulus2AFC2_2IFC_2020_Mar_23_1712_478,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,8,-1,c,o,r,0.2680141000309959,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_479,stimulus2AFC2_2IFC_2020_Mar_23_1712_480,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,8,-1,c,o,r,0.1844155000289902,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_481,stimulus2AFC2_2IFC_2020_Mar_23_1712_482,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,8,-1,c,o,r,0.3342729000141844,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_483,stimulus2AFC2_2IFC_2020_Mar_23_1712_484,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,8,-1,c,o,r,0.3851604000083171,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_485,stimulus2AFC2_2IFC_2020_Mar_23_1712_486,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,8,-1,c,o,r,0.3008124000043608,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_487,stimulus2AFC2_2IFC_2020_Mar_23_1712_488,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,8,-1,c,o,r,0.33489759999793023,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_489,stimulus2AFC2_2IFC_2020_Mar_23_1712_490,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,8,-1,c,o,r,0.3342683000373654,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_491,stimulus2AFC2_2IFC_2020_Mar_23_1712_492,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,8,-1,c,o,r,0.38452029996551573,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_493,stimulus2AFC2_2IFC_2020_Mar_23_1712_494,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,8,-1,c,o,r,0.26783999998588115,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_495,stimulus2AFC2_2IFC_2020_Mar_23_1712_496,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,8,-1,c,o,r,0.3312080000177957,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_497,stimulus2AFC2_2IFC_2020_Mar_23_1712_498,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,8,-1,c,o,r,0.1678328999551013,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_499,stimulus2AFC2_2IFC_2020_Mar_23_1712_500,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,8,-1,c,o,r,0.21804609999526292,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_501,stimulus2AFC2_2IFC_2020_Mar_23_1712_502,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,8,-1,c,o,r,0.20209749997593462,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_503,stimulus2AFC2_2IFC_2020_Mar_23_1712_504,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,8,-1,c,o,r,0.2849304000264965,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_505,stimulus2AFC2_2IFC_2020_Mar_23_1712_506,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,8,-1,c,o,r,0.20104819996049628,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_507,stimulus2AFC2_2IFC_2020_Mar_23_1712_508,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,8,-1,c,o,r,0.2514359999913722,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_509,stimulus2AFC2_2IFC_2020_Mar_23_1712_510,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,8,-1,c,o,r,0.1682274999911897,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_511,stimulus2AFC2_2IFC_2020_Mar_23_1712_512,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,8,-1,c,o,r,0.30074939999030903,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_513,stimulus2AFC2_2IFC_2020_Mar_23_1712_514,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,8,-1,c,o,r,0.13473420002264902,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_515,stimulus2AFC2_2IFC_2020_Mar_23_1712_516,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,8,-1,c,o,r,0.3516753999865614,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_517,stimulus2AFC2_2IFC_2020_Mar_23_1712_518,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,8,-1,c,o,r,0.23401099996408448,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_519,stimulus2AFC2_2IFC_2020_Mar_23_1712_520,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,8,-1,c,o,r,0.2526116999797523,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_521,stimulus2AFC2_2IFC_2020_Mar_23_1712_522,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,8,-1,c,o,r,0.13494939997326583,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_523,stimulus2AFC2_2IFC_2020_Mar_23_1712_524,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,8,-1,n,o, ,-1,False,True,2,-1,stimulus2AFC2_2IFC_2020_Mar_23_1712_525,stimulus2AFC2_2IFC_2020_Mar_23_1712_526,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,8,-1,c,o,r,0.16766470001311973,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_527,stimulus2AFC2_2IFC_2020_Mar_23_1712_528,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,8,-1,c,o,r,0.21638389996951446,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_529,stimulus2AFC2_2IFC_2020_Mar_23_1712_530,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,8,-1,c,o,r,0.4018126999726519,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_531,stimulus2AFC2_2IFC_2020_Mar_23_1712_532,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,8,-1,c,o,r,0.26735749997897074,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_533,stimulus2AFC2_2IFC_2020_Mar_23_1712_534,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,8,-1,c,o,r,0.3525373000302352,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_535,stimulus2AFC2_2IFC_2020_Mar_23_1712_536,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,8,-1,w,r,o,0.3351321999798529,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_537,stimulus2AFC2_2IFC_2020_Mar_23_1712_538,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,8,-1,c,o,r,0.34866620000684634,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_539,stimulus2AFC2_2IFC_2020_Mar_23_1712_540,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,4,-1,c,o,r,0.5675598999951035,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_541,stimulus2AFC2_2IFC_2020_Mar_23_1712_542,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,4,-1,c,o,r,0.4175995000405237,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_543,stimulus2AFC2_2IFC_2020_Mar_23_1712_544,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,4,-1,c,o,r,0.16747270000632852,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_545,stimulus2AFC2_2IFC_2020_Mar_23_1712_546,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,4,-1,w,r,o,0.23371689999476075,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_547,stimulus2AFC2_2IFC_2020_Mar_23_1712_548,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,4,-1,w,r,o,0.28427750000264496,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_549,stimulus2AFC2_2IFC_2020_Mar_23_1712_550,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,4,-1,w,r,o,0.45175989996641874,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_551,stimulus2AFC2_2IFC_2020_Mar_23_1712_552,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,4,-1,c,o,r,0.21614500001305714,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_553,stimulus2AFC2_2IFC_2020_Mar_23_1712_554,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,4,-1,w,r,o,0.4175489000044763,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_555,stimulus2AFC2_2IFC_2020_Mar_23_1712_556,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,4,-1,c,o,r,0.1828778000199236,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_557,stimulus2AFC2_2IFC_2020_Mar_23_1712_558,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,4,-1,c,o,r,0.350048299995251,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_559,stimulus2AFC2_2IFC_2020_Mar_23_1712_560,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,4,-1,c,o,r,0.40186959999846295,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_561,stimulus2AFC2_2IFC_2020_Mar_23_1712_562,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,4,-1,c,o,r,0.4180073000025004,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_563,stimulus2AFC2_2IFC_2020_Mar_23_1712_564,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,4,-1,c,o,r,0.40170089999446645,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_565,stimulus2AFC2_2IFC_2020_Mar_23_1712_566,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,4,-1,w,r,o,0.35045440000249073,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_567,stimulus2AFC2_2IFC_2020_Mar_23_1712_568,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,4,-1,c,o,r,0.28511359996628016,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_569,stimulus2AFC2_2IFC_2020_Mar_23_1712_570,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,4,-1,c,o,r,0.5011726999655366,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_571,stimulus2AFC2_2IFC_2020_Mar_23_1712_572,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,4,-1,w,r,o,0.30049430002691224,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_573,stimulus2AFC2_2IFC_2020_Mar_23_1712_574,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,4,-1,w,r,o,0.46729469997808337,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_575,stimulus2AFC2_2IFC_2020_Mar_23_1712_576,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,4,-1,c,o,r,0.20355139998719096,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_577,stimulus2AFC2_2IFC_2020_Mar_23_1712_578,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,4,-1,w,r,o,0.45148359995801,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_579,stimulus2AFC2_2IFC_2020_Mar_23_1712_580,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,4,-1,c,o,r,0.41836970002623275,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_581,stimulus2AFC2_2IFC_2020_Mar_23_1712_582,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,4,-1,c,o,r,0.6845981999649666,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_583,stimulus2AFC2_2IFC_2020_Mar_23_1712_584,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,4,-1,c,o,r,0.36670840001897886,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_585,stimulus2AFC2_2IFC_2020_Mar_23_1712_586,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,4,-1,w,r,o,0.35133209999185055,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_587,stimulus2AFC2_2IFC_2020_Mar_23_1712_588,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,4,-1,c,o,r,0.40165420004632324,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_589,stimulus2AFC2_2IFC_2020_Mar_23_1712_590,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,4,-1,c,o,r,0.3510566999902949,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_591,stimulus2AFC2_2IFC_2020_Mar_23_1712_592,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,4,-1,c,o,r,0.3161710000131279,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_593,stimulus2AFC2_2IFC_2020_Mar_23_1712_594,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,4,-1,c,o,r,0.2845485000289045,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_595,stimulus2AFC2_2IFC_2020_Mar_23_1712_596,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,4,-1,w,r,o,0.45116759999655187,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_597,stimulus2AFC2_2IFC_2020_Mar_23_1712_598,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,4,-1,c,o,r,0.30239250004524365,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_599,stimulus2AFC2_2IFC_2020_Mar_23_1712_600,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,4,-1,c,o,r,0.28493690001778305,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_601,stimulus2AFC2_2IFC_2020_Mar_23_1712_602,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,4,-1,c,o,r,0.45073530002264306,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_603,stimulus2AFC2_2IFC_2020_Mar_23_1712_604,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,4,-1,c,o,r,0.499516699986998,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_605,stimulus2AFC2_2IFC_2020_Mar_23_1712_606,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,4,-1,w,r,o,0.2503380000125617,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_607,stimulus2AFC2_2IFC_2020_Mar_23_1712_608,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,4,-1,c,o,r,0.21794579998822883,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_609,stimulus2AFC2_2IFC_2020_Mar_23_1712_610,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,4,-1,c,o,r,0.3335369999986142,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_611,stimulus2AFC2_2IFC_2020_Mar_23_1712_612,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,4,-1,c,o,r,0.4182287000003271,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_613,stimulus2AFC2_2IFC_2020_Mar_23_1712_614,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,4,-1,c,o,r,0.31809030001750216,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_615,stimulus2AFC2_2IFC_2020_Mar_23_1712_616,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,4,-1,w,r,o,0.2681804000167176,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_617,stimulus2AFC2_2IFC_2020_Mar_23_1712_618,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,4,-1,w,r,o,0.18328070000279695,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_619,stimulus2AFC2_2IFC_2020_Mar_23_1712_620,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,4,-1,c,o,r,0.13436119997641072,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_621,stimulus2AFC2_2IFC_2020_Mar_23_1712_622,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,4,-1,c,o,r,0.3510402000392787,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_623,stimulus2AFC2_2IFC_2020_Mar_23_1712_624,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,4,-1,c,o,r,0.284265200025402,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_625,stimulus2AFC2_2IFC_2020_Mar_23_1712_626,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,4,-1,w,r,o,0.4182493999833241,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_627,stimulus2AFC2_2IFC_2020_Mar_23_1712_628,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,4,-1,c,o,r,0.1673032000544481,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_629,stimulus2AFC2_2IFC_2020_Mar_23_1712_630,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,6,-1,c,o,r,0.48463099997024983,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_631,stimulus2AFC2_2IFC_2020_Mar_23_1712_632,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,6,-1,c,o,r,0.417801600007806,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_633,stimulus2AFC2_2IFC_2020_Mar_23_1712_634,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,6,-1,c,o,r,0.3511675999616273,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_635,stimulus2AFC2_2IFC_2020_Mar_23_1712_636,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,6,-1,c,o,r,0.06814220000524074,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_637,stimulus2AFC2_2IFC_2020_Mar_23_1712_638,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,6,-1,c,o,r,0.40109790000133216,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_639,stimulus2AFC2_2IFC_2020_Mar_23_1712_640,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,6,-1,c,o,r,0.13432339997962117,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_641,stimulus2AFC2_2IFC_2020_Mar_23_1712_642,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,6,-1,c,o,r,0.3010667000198737,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_643,stimulus2AFC2_2IFC_2020_Mar_23_1712_644,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,6,-1,c,o,r,0.18219900003168732,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_645,stimulus2AFC2_2IFC_2020_Mar_23_1712_646,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,6,-1,c,o,r,0.3523668000125326,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_647,stimulus2AFC2_2IFC_2020_Mar_23_1712_648,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,6,-1,w,r,o,0.2849088000366464,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_649,stimulus2AFC2_2IFC_2020_Mar_23_1712_650,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,6,-1,c,o,r,0.6357385999872349,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_651,stimulus2AFC2_2IFC_2020_Mar_23_1712_652,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,6,-1,c,o,r,0.23496219998924062,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_653,stimulus2AFC2_2IFC_2020_Mar_23_1712_654,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,6,-1,c,o,r,0.24858040001709014,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_655,stimulus2AFC2_2IFC_2020_Mar_23_1712_656,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,6,-1,w,r,o,0.41746120003517717,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_657,stimulus2AFC2_2IFC_2020_Mar_23_1712_658,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,6,-1,c,o,r,0.4671855000196956,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_659,stimulus2AFC2_2IFC_2020_Mar_23_1712_660,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,6,-1,c,o,r,0.23421120003331453,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_661,stimulus2AFC2_2IFC_2020_Mar_23_1712_662,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,6,-1,c,o,r,0.23399939999217167,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_663,stimulus2AFC2_2IFC_2020_Mar_23_1712_664,False,1,2AFC2,2020_Mar_23_1712,2IFC,
