Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_pos,button_pressed,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFC,36,0,36,0,7,-1,c,o,r,0.5348948999890126,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_883,stimulus2AFC2_2IFC_2020_Mar_23_1712_884,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,7,-1,c,o,r,0.24879230000078678,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_885,stimulus2AFC2_2IFC_2020_Mar_23_1712_886,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,7,-1,c,o,r,0.551731200015638,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_887,stimulus2AFC2_2IFC_2020_Mar_23_1712_888,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,7,-1,c,o,r,0.516774199961219,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_889,stimulus2AFC2_2IFC_2020_Mar_23_1712_890,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,7,-1,c,o,r,0.41767880000406876,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_891,stimulus2AFC2_2IFC_2020_Mar_23_1712_892,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,7,-1,w,r,o,0.3681188999908045,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_893,stimulus2AFC2_2IFC_2020_Mar_23_1712_894,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,7,-1,c,o,r,0.18327969999518245,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_895,stimulus2AFC2_2IFC_2020_Mar_23_1712_896,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,7,-1,c,o,r,0.46829330001492053,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_897,stimulus2AFC2_2IFC_2020_Mar_23_1712_898,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,7,-1,c,o,r,0.10119830002076924,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_899,stimulus2AFC2_2IFC_2020_Mar_23_1712_900,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,3,-1,w,r,o,0.18466989998705685,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_901,stimulus2AFC2_2IFC_2020_Mar_23_1712_902,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,3,-1,c,o,r,0.4846166999777779,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_903,stimulus2AFC2_2IFC_2020_Mar_23_1712_904,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,3,-1,c,o,r,0.21798379998654127,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_905,stimulus2AFC2_2IFC_2020_Mar_23_1712_906,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,3,-1,c,o,r,0.43470019998494536,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_907,stimulus2AFC2_2IFC_2020_Mar_23_1712_908,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,3,-1,c,o,r,0.5015261999797076,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_909,stimulus2AFC2_2IFC_2020_Mar_23_1712_910,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,3,-1,w,r,o,0.18487380002625287,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_911,stimulus2AFC2_2IFC_2020_Mar_23_1712_912,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,3,-1,c,o,r,0.21659109997563064,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_913,stimulus2AFC2_2IFC_2020_Mar_23_1712_914,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,3,-1,c,o,r,0.31656450004084036,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_915,stimulus2AFC2_2IFC_2020_Mar_23_1712_916,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,3,-1,c,o,r,0.21729499998036772,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_917,stimulus2AFC2_2IFC_2020_Mar_23_1712_918,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,3,-1,c,o,r,0.504173900000751,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_919,stimulus2AFC2_2IFC_2020_Mar_23_1712_920,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,3,-1,w,r,o,0.5013062999933027,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_921,stimulus2AFC2_2IFC_2020_Mar_23_1712_922,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,3,-1,c,o,r,0.5680644999956712,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_923,stimulus2AFC2_2IFC_2020_Mar_23_1712_924,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,3,-1,c,o,r,0.4341918000136502,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_925,stimulus2AFC2_2IFC_2020_Mar_23_1712_926,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,3,-1,w,r,o,0.5513819000334479,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_927,stimulus2AFC2_2IFC_2020_Mar_23_1712_928,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,3,-1,c,o,r,0.4172799999942072,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_929,stimulus2AFC2_2IFC_2020_Mar_23_1712_930,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,3,-1,c,o,r,0.48436850000871345,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_931,stimulus2AFC2_2IFC_2020_Mar_23_1712_932,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,3,-1,w,r,o,0.4519507000222802,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_933,stimulus2AFC2_2IFC_2020_Mar_23_1712_934,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,3,-1,w,r,o,0.1854583999956958,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_935,stimulus2AFC2_2IFC_2020_Mar_23_1712_936,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,3,-1,c,o,r,0.4854899999918416,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_937,stimulus2AFC2_2IFC_2020_Mar_23_1712_938,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,3,-1,w,r,o,0.3015805999748409,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_939,stimulus2AFC2_2IFC_2020_Mar_23_1712_940,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,3,-1,c,o,r,0.46731540001928806,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_941,stimulus2AFC2_2IFC_2020_Mar_23_1712_942,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,3,-1,w,r,o,0.41682480002054945,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_943,stimulus2AFC2_2IFC_2020_Mar_23_1712_944,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,3,-1,c,o,r,0.118359399959445,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_945,stimulus2AFC2_2IFC_2020_Mar_23_1712_946,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,3,-1,c,o,r,0.5014626000192948,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_947,stimulus2AFC2_2IFC_2020_Mar_23_1712_948,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,3,-1,c,o,r,0.6350085000158288,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_949,stimulus2AFC2_2IFC_2020_Mar_23_1712_950,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,3,-1,c,o,r,0.6668011000147089,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_951,stimulus2AFC2_2IFC_2020_Mar_23_1712_952,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,3,-1,c,o,r,0.7008408000110649,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_953,stimulus2AFC2_2IFC_2020_Mar_23_1712_954,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,3,-1,c,o,r,0.835050699999556,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_955,stimulus2AFC2_2IFC_2020_Mar_23_1712_956,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,3,-1,c,o,r,0.7012672999990173,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_957,stimulus2AFC2_2IFC_2020_Mar_23_1712_958,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,3,-1,c,o,r,0.5855699999956414,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_959,stimulus2AFC2_2IFC_2020_Mar_23_1712_960,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,3,-1,c,o,r,0.2846030000364408,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_961,stimulus2AFC2_2IFC_2020_Mar_23_1712_962,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,3,-1,w,r,o,0.6847239999915473,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_963,stimulus2AFC2_2IFC_2020_Mar_23_1712_964,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,3,-1,c,o,r,0.6674700999865308,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_965,stimulus2AFC2_2IFC_2020_Mar_23_1712_966,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,3,-1,w,r,o,0.38474419998237863,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_967,stimulus2AFC2_2IFC_2020_Mar_23_1712_968,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,3,-1,c,o,r,0.48485740000614896,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_969,stimulus2AFC2_2IFC_2020_Mar_23_1712_970,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,3,-1,w,r,o,0.36738660000264645,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_971,stimulus2AFC2_2IFC_2020_Mar_23_1712_972,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,3,-1,c,o,r,0.3813207999919541,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_973,stimulus2AFC2_2IFC_2020_Mar_23_1712_974,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,3,-1,w,r,o,0.4001036999979988,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_975,stimulus2AFC2_2IFC_2020_Mar_23_1712_976,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,3,-1,w,r,o,0.6496482000220567,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_977,stimulus2AFC2_2IFC_2020_Mar_23_1712_978,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,3,-1,w,r,o,0.3341461999807507,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_979,stimulus2AFC2_2IFC_2020_Mar_23_1712_980,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,3,-1,w,r,o,0.6187130999751389,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_981,stimulus2AFC2_2IFC_2020_Mar_23_1712_982,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,3,-1,c,o,r,0.5003632000298239,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_983,stimulus2AFC2_2IFC_2020_Mar_23_1712_984,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,3,-1,c,o,r,0.5203124000108801,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_985,stimulus2AFC2_2IFC_2020_Mar_23_1712_986,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,3,-1,c,o,r,0.6675716000027023,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_987,stimulus2AFC2_2IFC_2020_Mar_23_1712_988,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,3,-1,c,o,r,0.6508937000180595,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_989,stimulus2AFC2_2IFC_2020_Mar_23_1712_990,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,0,0,0,0,9,-1,c,o,r,0.017098699987400323,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_991,stimulus2AFC2_2IFC_2020_Mar_23_1712_992,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,1,0,1,0,9,-1,c,o,r,0.38276310003129765,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_993,stimulus2AFC2_2IFC_2020_Mar_23_1712_994,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,2,0,2,0,9,-1,c,o,r,0.26710759999696165,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_995,stimulus2AFC2_2IFC_2020_Mar_23_1712_996,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,3,0,3,0,9,-1,c,o,r,0.1853090999647975,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_997,stimulus2AFC2_2IFC_2020_Mar_23_1712_998,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,4,0,4,0,9,-1,w,r,o,0.6338555999682285,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_999,stimulus2AFC2_2IFC_2020_Mar_23_1712_1000,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,5,0,5,0,9,-1,c,o,r,0.16803120000986382,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1001,stimulus2AFC2_2IFC_2020_Mar_23_1712_1002,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,6,0,6,0,9,-1,c,o,r,0.25003759999526665,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1003,stimulus2AFC2_2IFC_2020_Mar_23_1712_1004,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,7,0,7,0,9,-1,c,o,r,0.31755199999315664,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1005,stimulus2AFC2_2IFC_2020_Mar_23_1712_1006,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,8,0,8,0,9,-1,c,o,r,0.35044700000435114,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1007,stimulus2AFC2_2IFC_2020_Mar_23_1712_1008,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,9,0,9,0,9,-1,c,o,r,0.2017104999977164,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1009,stimulus2AFC2_2IFC_2020_Mar_23_1712_1010,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,10,0,10,0,9,-1,c,o,r,0.13423809997038916,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1011,stimulus2AFC2_2IFC_2020_Mar_23_1712_1012,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,11,0,11,0,9,-1,c,o,r,0.3352731000049971,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1013,stimulus2AFC2_2IFC_2020_Mar_23_1712_1014,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,12,0,12,0,9,-1,c,o,r,0.43462900002487004,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1015,stimulus2AFC2_2IFC_2020_Mar_23_1712_1016,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,13,0,13,0,9,-1,c,o,r,0.2511604999890551,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1017,stimulus2AFC2_2IFC_2020_Mar_23_1712_1018,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,14,0,14,0,9,-1,c,o,r,0.31788839999353513,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1019,stimulus2AFC2_2IFC_2020_Mar_23_1712_1020,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,15,0,15,0,9,-1,c,o,r,0.40146109997294843,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1021,stimulus2AFC2_2IFC_2020_Mar_23_1712_1022,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,16,0,16,0,9,-1,c,o,r,0.15113559999736026,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1023,stimulus2AFC2_2IFC_2020_Mar_23_1712_1024,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,17,0,17,0,9,-1,c,o,r,0.18525629997020587,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1025,stimulus2AFC2_2IFC_2020_Mar_23_1712_1026,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,18,0,18,0,9,-1,c,o,r,0.21753620001254603,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1027,stimulus2AFC2_2IFC_2020_Mar_23_1712_1028,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,19,0,19,0,9,-1,c,o,r,0.18446090002544224,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1029,stimulus2AFC2_2IFC_2020_Mar_23_1712_1030,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,20,0,20,0,9,-1,c,o,r,0.21740879997378215,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1031,stimulus2AFC2_2IFC_2020_Mar_23_1712_1032,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,21,0,21,0,9,-1,c,o,r,0.18548589997226372,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1033,stimulus2AFC2_2IFC_2020_Mar_23_1712_1034,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,22,0,22,0,9,-1,c,o,r,0.49926710000727326,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1035,stimulus2AFC2_2IFC_2020_Mar_23_1712_1036,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,23,0,23,0,9,-1,c,o,r,0.4171189999906346,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1037,stimulus2AFC2_2IFC_2020_Mar_23_1712_1038,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,24,0,24,0,9,-1,c,o,r,0.4844829000066966,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1039,stimulus2AFC2_2IFC_2020_Mar_23_1712_1040,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,25,0,25,0,9,-1,c,o,r,0.2850488999974914,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1041,stimulus2AFC2_2IFC_2020_Mar_23_1712_1042,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,26,0,26,0,9,-1,c,o,r,0.16730959998676553,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1043,stimulus2AFC2_2IFC_2020_Mar_23_1712_1044,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,27,0,27,0,9,-1,c,o,r,0.4347094999975525,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1045,stimulus2AFC2_2IFC_2020_Mar_23_1712_1046,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,28,0,28,0,9,-1,c,o,r,0.43450870004016906,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1047,stimulus2AFC2_2IFC_2020_Mar_23_1712_1048,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,29,0,29,0,9,-1,c,o,r,0.5337645999970846,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1049,stimulus2AFC2_2IFC_2020_Mar_23_1712_1050,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,30,0,30,0,9,-1,c,o,r,0.18458000000100583,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1051,stimulus2AFC2_2IFC_2020_Mar_23_1712_1052,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,31,0,31,0,9,-1,c,o,r,0.36857859999872744,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1053,stimulus2AFC2_2IFC_2020_Mar_23_1712_1054,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,32,0,32,0,9,-1,c,o,r,0.10207809996791184,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1055,stimulus2AFC2_2IFC_2020_Mar_23_1712_1056,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,33,0,33,0,9,-1,c,o,r,0.3685948000056669,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1057,stimulus2AFC2_2IFC_2020_Mar_23_1712_1058,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,34,0,34,0,9,-1,w,r,o,0.303341300052125,False,True,2,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1059,stimulus2AFC2_2IFC_2020_Mar_23_1712_1060,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,35,0,35,0,9,-1,c,o,r,0.16686549998121336,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1061,stimulus2AFC2_2IFC_2020_Mar_23_1712_1062,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,36,0,36,0,9,-1,c,o,r,0.1846139999688603,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1063,stimulus2AFC2_2IFC_2020_Mar_23_1712_1064,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,37,0,37,0,9,-1,c,o,r,0.4005897999741137,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1065,stimulus2AFC2_2IFC_2020_Mar_23_1712_1066,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,38,0,38,0,9,-1,c,o,r,0.234131500008516,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1067,stimulus2AFC2_2IFC_2020_Mar_23_1712_1068,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,39,0,39,0,9,-1,w,r,o,0.401336100010667,True,False,1,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1069,stimulus2AFC2_2IFC_2020_Mar_23_1712_1070,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,40,0,40,0,9,-1,c,o,r,0.04121639998629689,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1071,stimulus2AFC2_2IFC_2020_Mar_23_1712_1072,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,41,0,41,0,9,-1,c,o,r,0.43549619999248534,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1073,stimulus2AFC2_2IFC_2020_Mar_23_1712_1074,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,42,0,42,0,9,-1,c,o,r,0.01796299999114126,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1075,stimulus2AFC2_2IFC_2020_Mar_23_1712_1076,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,43,0,43,0,9,-1,c,o,r,0.20097559998976067,False,True,2,2,stimulus2AFC2_2IFC_2020_Mar_23_1712_1077,stimulus2AFC2_2IFC_2020_Mar_23_1712_1078,False,1,2AFC2,2020_Mar_23_1712,2IFC,
2IFC,44,0,44,0,9,-1,c,o,r,0.1345213000313379,True,False,1,1,stimulus2AFC2_2IFC_2020_Mar_23_1712_1079,stimulus2AFC2_2IFC_2020_Mar_23_1712_1080,False,1,2AFC2,2020_Mar_23_1712,2IFC,
