Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,15,0,15,0,6.0,-1,Correct Rejection,0.33377849999669706,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_16,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,16,0,16,0,6.0,-1,Hit,0.33673429999907967,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_17,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,17,0,17,0,6.0,-1,Correct Rejection,0.28377019999607,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_18,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,18,0,18,0,6.0,-1,Correct Rejection,0.33397189999959664,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_19,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,19,0,19,0,6.0,-1,Correct Rejection,0.4339638000019477,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_20,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,20,0,20,0,6.0,-1,Correct Rejection,0.30314540000108536,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_21,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,21,0,21,0,6.0,-1,Correct Rejection,0.3338944999995874,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_22,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,22,0,22,0,6.0,-1,False Alarm,0.38262399999803165,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_23,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,23,0,23,0,6.0,-1,Hit,0.5023041999957059,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_24,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,24,0,24,0,6.0,-1,Correct Rejection,0.317357500003709,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_25,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,25,0,25,0,6.0,-1,Correct Rejection,0.4506093999953009,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_26,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,26,0,26,0,6.0,-1,Hit,0.4703568999975687,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_27,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,27,0,27,0,6.0,-1,Correct Rejection,0.4006613999954425,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_28,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,28,0,28,0,6.0,-1,Correct Rejection,0.41666289999557193,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_29,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,29,0,29,0,6.0,-1,Correct Rejection,0.33467799999925774,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_30,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,30,0,30,0,6.0,-1,Hit,0.31738050000421936,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_31,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,31,0,31,0,6.0,-1,Hit,0.40082089999486925,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_32,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,32,0,32,0,6.0,-1,Hit,0.46808039999450557,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_33,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,33,0,33,0,6.0,-1,Miss,0.2172201000066707,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_34,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,34,0,34,0,6.0,-1,False Alarm,0.35069329999532783,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_35,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,35,0,35,0,6.0,-1,Hit,0.40051940000557806,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_36,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,36,0,36,0,6.0,-1,Correct Rejection,0.45094719999906374,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_37,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,37,0,37,0,6.0,-1,Correct Rejection,0.4672176000021864,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_38,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,38,0,38,0,6.0,-1,Hit,0.41741950000141514,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_39,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
Yes-No Task,39,0,39,0,6.0,-1,Miss,0.4339862999986508,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1930_40,-1,False,9,MaxA,2020_Feb_02_1930,Yes-No Task,
