Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,10,0,10,0,8.0,-1,Hit,0.3339618000027258,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_11,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,11,0,11,0,8.0,-1,Correct Rejection,0.38667849999910686,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_12,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,12,0,12,0,8.0,-1,Correct Rejection,0.4670174999992014,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_13,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,13,0,13,0,8.0,-1,Hit,0.3170953000008012,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_14,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,14,0,14,0,8.0,-1,False Alarm,0.36688869999488816,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_15,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,15,0,15,0,8.0,-1,Correct Rejection,0.3332813000015449,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_16,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,16,0,16,0,8.0,-1,Hit,0.38375400000222726,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_17,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,17,0,17,0,8.0,-1,Correct Rejection,0.2671609000026365,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_18,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,18,0,18,0,8.0,-1,Correct Rejection,0.3513070999979391,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_19,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,19,0,19,0,8.0,-1,Correct Rejection,0.3839344000007259,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_20,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,20,0,20,0,8.0,-1,False Alarm,0.5337234000035096,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_21,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,21,0,21,0,8.0,-1,Correct Rejection,0.35239089999959106,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_22,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,22,0,22,0,8.0,-1,Hit,0.4017115000024205,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_23,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,23,0,23,0,8.0,-1,Correct Rejection,0.483642700004566,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_24,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,24,0,24,0,8.0,-1,Hit,0.5337417000046116,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_25,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,25,0,25,0,8.0,-1,Hit,0.38399439999921015,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_26,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,26,0,26,0,8.0,-1,Correct Rejection,0.2659519000008004,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_27,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,27,0,27,0,8.0,-1,Correct Rejection,0.3203042999957688,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_28,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,28,0,28,0,8.0,-1,Correct Rejection,0.43385280000075,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_29,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,29,0,29,0,8.0,-1,Hit,0.33378280000033556,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_30,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,30,0,30,0,8.0,-1,Miss,0.2502280000044266,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_31,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,31,0,31,0,8.0,-1,Correct Rejection,0.3840388000025996,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_32,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,32,0,32,0,8.0,-1,Correct Rejection,0.38361450000229524,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_33,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,33,0,33,0,8.0,-1,Hit,0.35054260000470094,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_34,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,34,0,34,0,8.0,-1,Hit,0.365925199999765,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_35,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,35,0,35,0,8.0,-1,Miss,0.31759349999629194,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_36,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,36,0,36,0,8.0,-1,Correct Rejection,0.5006269000004977,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_37,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,37,0,37,0,8.0,-1,Hit,0.45086069999524625,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_38,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,38,0,38,0,8.0,-1,False Alarm,0.35065120000217576,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_39,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
Yes-No Task,39,0,39,0,8.0,-1,Correct Rejection,0.5342278999960399,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1922_40,-1,False,7,MaxA,2020_Feb_02_1922,Yes-No Task,
