Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,signal_intensity,constant Value,response,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
Yes-No Task,10,0,10,0,2.0,-1,Miss,0.4005191000032937,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_11,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,11,0,11,0,2.0,-1,Correct Rejection,0.4839111000037519,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_12,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,12,0,12,0,2.0,-1,Hit,0.5342621000017971,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_13,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,13,0,13,0,2.0,-1,False Alarm,0.5520195999997668,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_14,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,14,0,14,0,2.0,-1,Correct Rejection,0.434326599999622,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_15,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,15,0,15,0,2.0,-1,False Alarm,0.5176633000010042,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_16,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,16,0,16,0,2.0,-1,Correct Rejection,0.6172723999989103,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_17,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,17,0,17,0,2.0,-1,Miss,0.4843290999997407,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_18,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,18,0,18,0,2.0,-1,False Alarm,0.3672745000003488,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_19,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,19,0,19,0,2.0,-1,Miss,0.21346810000250116,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_20,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,20,0,20,0,2.0,-1,Miss,0.2167131000023801,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_21,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,21,0,21,0,2.0,-1,Miss,0.33359070000005886,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_22,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,22,0,22,0,2.0,-1,Hit,0.6173478999990039,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_23,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,23,0,23,0,2.0,-1,Hit,0.3504869000025792,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_24,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,24,0,24,0,2.0,-1,Miss,0.45119290000002366,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_25,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,25,0,25,0,2.0,-1,False Alarm,0.3172387000013259,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_26,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,26,0,26,0,2.0,-1,Miss,0.467360100003134,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_27,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,27,0,27,0,2.0,-1,Correct Rejection,0.8010256999987178,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_28,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,28,0,28,0,2.0,-1,Miss,0.45090679999702843,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_29,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,29,0,29,0,2.0,-1,Hit,0.23382940000010421,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_30,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,30,0,30,0,2.0,-1,Correct Rejection,0.4171329999953741,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_31,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,31,0,31,0,2.0,-1,False Alarm,0.3837054999967222,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_32,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,32,0,32,0,2.0,-1,Correct Rejection,0.6006226999961655,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_33,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,33,0,33,0,2.0,-1,Miss,0.4671786999970209,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_34,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,34,0,34,0,2.0,-1,Miss,0.4838668000011239,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_35,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,35,0,35,0,2.0,-1,Miss,0.5175190999943879,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_36,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,36,0,36,0,2.0,-1,Hit,0.433830100002524,True,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_37,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,37,0,37,0,2.0,-1,False Alarm,0.6674113000044599,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_38,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,38,0,38,0,2.0,-1,Correct Rejection,0.5173336000007112,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_39,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
Yes-No Task,39,0,39,0,2.0,-1,False Alarm,0.41761760000372306,False,-1,stimulus_MaxA_Yes-No Task_2020_Feb_02_1937_40,-1,False,13,MaxA,2020_Feb_02_1937,Yes-No Task,
