Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,2,0,2,0,0.668076400004793,5,Yes,10,-1,False Alarm,1,0,0.5030455999658443,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_995,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_996,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,0.45252709998749197,2,Yes,10,-1,Correct Rejection,0,0,0.5181196999619715,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_997,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_998,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,0.4657417999696918,1,No,10,-1,Hit,1,1,0.5354274999699555,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_999,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1000,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,0.43416929995873943,2,Yes,10,-1,Correct Rejection,0,0,0.4004111000103876,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1001,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1002,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,-1,1,Yes,10,-1,Hit,1,1,0.4320640999940224,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1003,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1004,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,-1,1,Yes,10,-1,Hit,1,1,0.4681474000099115,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1005,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1006,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,-1,1,Yes,10,-1,Hit,1,1,0.4318794999853708,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1007,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1008,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,-1,1,Yes,10,-1,Hit,1,1,0.4860505000106059,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1009,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1010,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,0.3518257000250742,5,Yes,10,-1,False Alarm,1,0,0.5017316999728791,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1011,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1012,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,-1,1,Yes,10,-1,Hit,1,1,0.5012429000344127,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1013,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1014,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,-1,1,Yes,10,-1,Hit,1,1,0.3343085999949835,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1015,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1016,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,-1,1,Yes,10,-1,Hit,1,1,0.3830417999997735,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1017,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1018,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,1,Yes,10,-1,Hit,1,1,0.33509130001766607,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1019,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1020,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,-1,1,Yes,10,-1,Hit,1,1,0.23410890001105145,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1021,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1022,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,-1,1,Yes,10,-1,Hit,1,1,0.3014279999770224,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1023,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1024,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,-1,1,Yes,10,-1,Hit,1,1,0.386618799995631,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1025,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1026,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,1,Yes,10,-1,Hit,1,1,0.30180419998941943,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1027,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1028,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.41896339994855225,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1029,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1030,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,-1,1,Yes,10,-1,Hit,1,1,0.4507270999602042,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1031,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1032,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,-1,1,Yes,10,-1,Hit,1,1,0.45163509994745255,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1033,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1034,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,-1,1,Yes,10,-1,Hit,1,1,0.4181345999822952,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1035,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1036,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,0.4182647000416182,8,No,10,-1,Correct Rejection,0,0,0.41735740000149235,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1037,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1038,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,-1,1,No,10,-1,Hit,1,1,0.31672629999229684,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1039,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1040,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,-1,1,No,10,-1,Hit,1,1,0.41779820004012436,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1041,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1042,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,-1,3,No,10,-1,Correct Rejection,0,0,0.5333370000007562,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1043,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1044,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,-1,3,No,10,-1,Correct Rejection,0,0,0.435252399998717,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1045,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1046,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,-1,1,No,10,-1,Hit,1,1,0.4333329999935813,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1047,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1048,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,0.4508634000085294,5,Yes,10,-1,False Alarm,1,0,0.5016346999909729,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1049,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1050,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.5536082999897189,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1051,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1052,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,-1,1,Yes,10,-1,Hit,1,1,0.4012681000167504,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1053,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1054,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.4839170000050217,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1055,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1056,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,-1,1,Yes,10,-1,Hit,1,1,0.3704435999970883,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1057,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1058,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,-1,1,Yes,10,-1,Hit,1,1,0.4027687999769114,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1059,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1060,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.43670610000845045,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1061,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1062,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.5005891000037082,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1063,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1064,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,-1,1,Yes,10,-1,Hit,1,1,0.434226099983789,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1065,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1066,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.3686318999971263,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1067,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1068,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.48470729996915907,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1069,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1070,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,-1,3,Yes,10,-1,Correct Rejection,0,0,0.46719739999389276,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1071,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1072,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,-1,1,Yes,10,-1,Hit,1,1,0.3832135000266135,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1073,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1074,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,0.23387679998995736,6,No,10,-1,Miss,0,1,0.367856600030791,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1075,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1076,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,3,No,10,-1,Correct Rejection,0,0,0.5003224000101909,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1077,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1078,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,-1,1,No,10,-1,Hit,1,1,0.36962200002744794,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1079,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_1080,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
