Task,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,time_response_second,response_2IFCnew,response_key2Interval_2IFCnew,signal_intensity,constant Value,response,Subject_Action,Stimulus_Present,time_response,signal_on_stimuluspos1,signal_on_stimuluspos2,first_answer,second_answer,stimulus_pos,stimulus_name_pos1,stimulus_name_pos2,random_intensity,session,participant,date,expName,
2IFCnew,0,0,0,0,-1,0,No,11,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_181,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_182,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,0.6005328000173904,8,No,11,-1,Correct Rejection,0,0,0.6514519999618642,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_183,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_184,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,2,0,2,0,-1,3,No,11,-1,Correct Rejection,0,0,0.664595799986273,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_185,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_186,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,-1,1,No,11,-1,Hit,1,1,0.4515892000054009,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_187,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_188,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,1,No,11,-1,Hit,1,1,0.3869587000226602,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_189,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_190,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,-1,3,No,11,-1,Correct Rejection,0,0,0.399037400027737,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_191,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_192,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,-1,3,No,11,-1,Correct Rejection,0,0,0.5853410999989137,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_193,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_194,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,-1,0,No,11,-1,No Answer,2,2,-1,True,False,0,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_195,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_196,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,0.6842777000274509,2,Yes,11,-1,Correct Rejection,0,0,0.3849542000098154,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_197,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_198,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,0.8516200999729335,1,No,11,-1,Hit,1,1,0.6855945999850519,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_199,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_200,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,0.4833159999689087,2,Yes,11,-1,Correct Rejection,0,0,0.5687636000220664,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_201,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_202,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,0.4515893000061624,1,No,11,-1,Hit,1,1,0.5194765999913216,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_203,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_204,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,0.5856963000260293,1,No,11,-1,Hit,1,1,0.4183173999772407,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_205,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_206,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,-1,1,No,11,-1,Hit,1,1,0.39972749998560175,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_207,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_208,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,0.45155920000979677,2,Yes,11,-1,Correct Rejection,0,0,0.4510574999731034,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_209,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_210,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,0.7842341000214219,2,Yes,11,-1,Correct Rejection,0,0,0.7174642999889329,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_211,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_212,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,0.40063319995533675,2,Yes,11,-1,Correct Rejection,0,0,0.5509107999969274,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_213,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_214,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,0.3693065000115894,2,Yes,11,-1,Correct Rejection,0,0,0.4865111000253819,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_215,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_216,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,0.2848725999938324,1,No,11,-1,Hit,1,1,0.5178159000352025,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_217,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_218,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,0.5511465999879874,2,Yes,11,-1,Correct Rejection,0,0,0.48272829997586086,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_219,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_220,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,0.5677760999533348,6,No,11,-1,Miss,0,1,0.36836419999599457,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_221,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_222,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,0.4669065000489354,1,No,11,-1,Hit,1,1,0.4332527000224218,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_223,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_224,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,0.4356477999826893,1,No,11,-1,Hit,1,1,0.46783290000166744,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_225,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_226,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,0.4340309000108391,2,Yes,11,-1,Correct Rejection,0,0,0.486129000026267,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_227,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_228,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,-1,1,Yes,11,-1,Hit,1,1,0.4535792999668047,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_229,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_230,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,-1,1,Yes,11,-1,Hit,1,1,0.43718360003549606,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_231,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_232,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.4856423999881372,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_233,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_234,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.5173536000074819,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_235,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_236,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.7161301000160165,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_237,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_238,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.5856147999875247,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_239,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_240,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,0.034349999972619116,4,Yes,11,-1,Miss,0,1,0.5516145000001416,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_241,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_242,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,0.6177901999908499,2,Yes,11,-1,Correct Rejection,0,0,0.8849304000032134,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_243,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_244,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,1,Yes,11,-1,Hit,1,1,0.5521021999884397,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_245,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_246,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.5011676999856718,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_247,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_248,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,-1,1,Yes,11,-1,Hit,1,1,0.4994324999861419,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_249,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_250,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.4695541000110097,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_251,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_252,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.4149021999910474,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_253,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_254,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.5334703999687918,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_255,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_256,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.3330285999691114,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_257,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_258,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,-1,1,Yes,11,-1,Hit,1,1,0.467752400028985,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_259,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_260,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.4004471999942325,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_261,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_262,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,-1,4,Yes,11,-1,Miss,0,1,0.2688362000044435,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_263,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_264,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.3517790000187233,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_265,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_266,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,1,Yes,11,-1,Hit,1,1,0.32030280004255474,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_267,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_268,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,44,0,44,0,-1,3,Yes,11,-1,Correct Rejection,0,0,0.5154998000361957,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_269,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_270,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,0,0,0,0,0.7348691999795847,8,No,0,-1,Correct Rejection,0,0,0.7663674000068568,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_271,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_272,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,1,0,1,0,0.767649799992796,6,No,0,-1,Miss,0,1,0.5171650999691337,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_273,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_274,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,2,0,2,0,0.4692009999998845,8,No,0,-1,Correct Rejection,0,0,0.41581660002702847,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_275,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_276,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,3,0,3,0,0.4675744000123814,2,Yes,0,-1,Correct Rejection,0,0,0.2673280999879353,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_277,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_278,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,4,0,4,0,-1,4,Yes,0,-1,Miss,0,1,0.40314010001020506,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_279,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_280,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,5,0,5,0,0.26733950001653284,1,No,0,-1,Hit,1,1,0.5014333999715745,True,False,1,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_281,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_282,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,6,0,6,0,-1,3,No,0,-1,Correct Rejection,0,0,0.500427299994044,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_283,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_284,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,7,0,7,0,0.6513799999956973,8,No,0,-1,Correct Rejection,0,0,0.583173600025475,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_285,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_286,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,8,0,8,0,0.3338649000506848,6,No,0,-1,Miss,0,1,0.30166219995589927,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_287,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_288,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,9,0,9,0,-1,0,No,0,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_289,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_290,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,10,0,10,0,-1,4,No,0,-1,Miss,0,1,0.30186060001142323,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_291,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_292,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,11,0,11,0,0.5017965999431908,6,No,0,-1,Miss,0,1,0.21690329996636137,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_293,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_294,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,12,0,12,0,-1,4,No,0,-1,Miss,0,1,0.25139290001243353,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_295,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_296,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,13,0,13,0,0.21744320000289008,8,No,0,-1,Correct Rejection,0,0,0.218546400021296,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_297,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_298,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,14,0,14,0,-1,3,No,0,-1,Correct Rejection,0,0,0.30217469995841384,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_299,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_300,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,15,0,15,0,-1,3,No,0,-1,Correct Rejection,0,0,0.3328845000360161,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_301,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_302,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,16,0,16,0,0.3840745000052266,6,No,0,-1,Miss,0,1,0.2677057000109926,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_303,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_304,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,17,0,17,0,0.8851912999525666,6,No,0,-1,Miss,0,1,0.41746140003670007,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_305,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_306,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,18,0,18,0,-1,0,No,0,-1,No Answer,2,2,-1,False,True,0,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_307,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_308,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,19,0,19,0,0.4511583999847062,8,No,0,-1,Correct Rejection,0,0,0.6180951000424102,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_309,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_310,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,20,0,20,0,0.6511792999808677,3,No,0,-1,False Alarm,1,0,0.6686893000151031,False,True,1,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_311,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_312,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,21,0,21,0,-1,4,No,0,-1,Miss,0,1,0.3498752000159584,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_313,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_314,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,22,0,22,0,0.26640659995609894,8,No,0,-1,Correct Rejection,0,0,0.21830110001610592,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_315,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_316,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,23,0,23,0,-1,3,No,0,-1,Correct Rejection,0,0,0.8984621000126936,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_317,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_318,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,24,0,24,0,-1,4,No,0,-1,Miss,0,1,0.6164202999789268,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_319,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_320,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,25,0,25,0,0.20130269997753203,8,No,0,-1,Correct Rejection,0,0,0.1360104000195861,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_321,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_322,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,26,0,26,0,0.5182069999864325,6,No,0,-1,Miss,0,1,0.6512225000187755,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_323,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_324,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,27,0,27,0,0.38186530000530183,6,No,0,-1,Miss,0,1,0.3011947000049986,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_325,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_326,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,28,0,28,0,0.26743180002085865,8,No,0,-1,Correct Rejection,0,0,0.23453289997996762,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_327,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_328,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,29,0,29,0,-1,4,No,0,-1,Miss,0,1,0.417205500009004,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_329,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_330,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,30,0,30,0,0.5521504000062123,4,Yes,0,-1,Miss,0,1,0.3183665999677032,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_331,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_332,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,31,0,31,0,0.517989200016018,8,No,0,-1,Correct Rejection,0,0,0.4845145999570377,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_333,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_334,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,32,0,32,0,-1,4,No,0,-1,Miss,0,1,0.18451390002155676,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_335,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_336,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,33,0,33,0,0.3516109999618493,6,No,0,-1,Miss,0,1,0.30272059998242185,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_337,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_338,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,34,0,34,0,-1,4,No,0,-1,Miss,0,1,0.5688135999953374,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_339,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_340,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,35,0,35,0,0.36815049999859184,8,No,0,-1,Correct Rejection,0,0,0.3331898000324145,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_341,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_342,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,36,0,36,0,-1,3,No,0,-1,Correct Rejection,0,0,0.28532299998914823,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_343,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_344,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,37,0,37,0,-1,4,No,0,-1,Miss,0,1,0.2688633999787271,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_345,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_346,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,38,0,38,0,-1,3,No,0,-1,Correct Rejection,0,0,0.2513141999952495,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_347,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_348,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,39,0,39,0,-1,4,No,0,-1,Miss,0,1,0.38389430003007874,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_349,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_350,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,40,0,40,0,0.3018541000201367,6,No,0,-1,Miss,0,1,0.22032319998834282,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_351,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_352,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,41,0,41,0,0.31706949998624623,8,No,0,-1,Correct Rejection,0,0,0.4011191999888979,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_353,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_354,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,42,0,42,0,-1,3,No,0,-1,Correct Rejection,0,0,0.35066930000903085,False,True,2,0,2,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_355,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_356,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
2IFCnew,43,0,43,0,-1,4,No,0,-1,Miss,0,1,0.2510953000164591,True,False,2,0,1,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_357,stimulus2AFCnew_2IFCnew_2020_Mar_24_1702_358,False,1,2AFCnew,2020_Mar_24_1702,2IFCnew,
